Order ID,Order Date,City,Customer Gender,Customer Age,Product Category,Product Name,Quantity Sold,Original Price (INR),Discount Percentage,Selling Price (INR),Total Revenue (INR),Cost Per Unit (INR),Profit (INR),Payment Method,Returned,Customer Rating
ORD-1063,2023-11-04,Kolkata,Female,52,Clothing,Dress,4,1599,25,1199.25,4797.0,876.32,1291.72,Cash,No,2
ORD-1064,2023-04-26,Kolkata,Male,29,Groceries,Tea Powder,3,299,15,254.15,762.45,149.34,314.43,Cash,No,1
ORD-1065,2023-12-22,Ahmedabad,Female,61,Home & Kitchen,Mixer Grinder,1,3499,15,2974.15,2974.15,2162.47,811.68,Debit Card,Yes,3
ORD-1066,2024-06-03,Pune,Female,43,Clothing,Jacket,3,2499,0,2499.0,7497.0,1255.3,3731.1,Cash,No,3
ORD-1067,2023-02-25,Mumbai,Female,46,Groceries,Tea Powder,2,299,25,224.25,448.5,154.87,138.76,Cash,No,2
ORD-1068,2023-07-31,Mumbai,Male,42,Electronics,Tablet,1,24999,20,19999.2,19999.2,12897.9,7101.3,Credit Card,No,3
ORD-1069,2023-12-28,Chennai,Female,52,Sports & Fitness,Yoga Mat,1,799,25,599.25,599.25,367.41,231.84,Debit Card,No,5
ORD-1070,2024-02-10,Chennai,Male,18,Clothing,Dress,3,1599,5,1519.05,4557.15,825.56,2080.47,Credit Card,No,5
ORD-1071,2023-04-15,Hyderabad,Female,19,Sports & Fitness,Protein Powder,1,1999,15,1699.15,1699.15,916.46,782.69,Debit Card,No,2
ORD-1072,2023-02-04,Hyderabad,Male,22,Groceries,Rice (5kg),4,349,15,296.65,1186.6,166.21,521.76,Credit Card,No,4
ORD-1073,2023-01-21,Delhi,Female,30,Electronics,Tablet,1,24999,20,19999.2,19999.2,15844.24,4154.96,EMI,No,3
ORD-1074,2024-03-11,Chennai,Male,34,Sports & Fitness,Yoga Mat,1,799,10,719.1,719.1,403.34,315.76,EMI,No,3
ORD-1075,2024-03-15,Ahmedabad,Female,62,Electronics,Laptop,1,54999,15,46749.15,46749.15,30920.4,15828.75,EMI,No,4
ORD-1076,2023-01-18,Delhi,Female,32,Home & Kitchen,Curtains,1,1499,10,1349.1,1349.1,903.21,445.89,EMI,No,4
ORD-1077,2023-08-26,Hyderabad,Female,27,Home & Kitchen,Bed Sheet Set,1,999,15,849.15,849.15,562.07,287.08,Credit Card,No,2
ORD-1078,2023-08-01,Kolkata,Female,51,Home & Kitchen,Water Bottle,1,399,5,379.05,379.05,186.24,192.81,EMI,No,1
ORD-1079,2024-05-20,Mumbai,Female,62,Groceries,Tea Powder,3,299,10,269.1,807.3,184.44,253.98,EMI,No,1
ORD-1080,2023-10-02,Chennai,Female,47,Clothing,Shoes,4,1999,15,1699.15,6796.6,1024.69,2697.84,Cash,No,1
ORD-1081,2023-04-18,Mumbai,Male,51,Home & Kitchen,Pressure Cooker,1,1899,15,1614.15,1614.15,902.89,711.26,Credit Card,No,4
ORD-1082,2023-04-27,Ahmedabad,Male,65,Electronics,Smartwatch,1,8999,15,7649.15,7649.15,4356.82,3292.33,EMI,No,1
ORD-1083,2023-10-31,Hyderabad,Female,57,Electronics,Smartwatch,1,8999,10,8099.1,8099.1,5345.3,2753.8,UPI,No,2
ORD-1084,2023-05-25,Pune,Female,48,Groceries,Atta (10kg),2,399,25,299.25,598.5,243.61,111.28,Cash,No,3
ORD-1085,2023-05-19,Kolkata,Male,27,Clothing,Shoes,4,1999,25,1499.25,5997.0,903.48,2383.08,Cash,Yes,1
ORD-1086,2023-11-16,Pune,Male,21,Clothing,Jeans,1,1299,25,974.25,974.25,724.25,250.0,EMI,No,2
ORD-1087,2023-03-10,Chennai,Female,36,Groceries,Atta (10kg),3,399,5,379.05,1137.15,229.73,447.96,Cash,No,3
ORD-1088,2024-01-12,Chennai,Male,55,Sports & Fitness,Protein Powder,1,1999,10,1799.1,1799.1,1123.88,675.22,Debit Card,No,2
ORD-1089,2023-10-14,Kolkata,Female,54,Clothing,Dress,1,1599,20,1279.2,1279.2,760.07,519.13,EMI,No,5
ORD-1090,2024-04-29,Delhi,Male,27,Clothing,Jeans,2,1299,0,1299.0,2598.0,841.51,914.98,Debit Card,No,1
ORD-1091,2023-11-28,Ahmedabad,Female,60,Electronics,Smartphone,1,18999,5,18049.05,18049.05,10493.93,7555.12,Cash,No,5
ORD-1092,2023-05-01,Ahmedabad,Female,37,Clothing,Shoes,4,1999,15,1699.15,6796.6,1208.96,1960.76,EMI,No,1
ORD-1093,2023-08-08,Ahmedabad,Female,62,Clothing,Dress,2,1599,25,1199.25,2398.5,988.14,422.22,UPI,No,5
ORD-1094,2024-03-21,Pune,Female,31,Groceries,Cooking Oil,3,189,0,189.0,567.0,117.38,214.86,EMI,No,2
ORD-1095,2024-01-27,Pune,Male,18,Groceries,Cooking Oil,1,189,25,141.75,141.75,92.45,49.3,EMI,No,1
ORD-1096,2024-01-13,Hyderabad,Female,43,Groceries,Atta (10kg),3,399,0,399.0,1197.0,182.23,650.31,Credit Card,No,3
ORD-1097,2023-10-08,Ahmedabad,Female,49,Electronics,Tablet,1,24999,0,24999.0,24999.0,15565.3,9433.7,Debit Card,No,5
ORD-1098,2023-04-17,Bangalore,Male,26,Electronics,Headphones,1,2999,0,2999.0,2999.0,1717.18,1281.82,Credit Card,No,1
ORD-1099,2023-02-27,Hyderabad,Male,59,Home & Kitchen,Pressure Cooker,1,1899,10,1709.1,1709.1,891.57,817.53,EMI,No,3
ORD-1100,2023-11-21,Kolkata,Female,60,Clothing,Shoes,3,1999,25,1499.25,4497.75,1105.98,1179.81,Credit Card,Yes,5
ORD-1101,2023-06-01,Chennai,Female,29,Groceries,Rice (5kg),4,349,5,331.55,1326.2,160.16,685.56,Credit Card,No,5
ORD-1102,2023-12-26,Delhi,Female,23,Electronics,Headphones,1,2999,15,2549.15,2549.15,1690.34,858.81,Credit Card,No,2
ORD-1103,2023-03-30,Mumbai,Male,58,Clothing,Dress,1,1599,20,1279.2,1279.2,964.75,314.45,UPI,No,2
ORD-1104,2023-11-12,Hyderabad,Male,35,Clothing,Jeans,1,1299,10,1169.1,1169.1,683.09,486.01,Debit Card,No,4
ORD-1105,2023-08-20,Hyderabad,Female,34,Clothing,Dress,2,1599,5,1519.05,3038.1,1032.72,972.66,Credit Card,No,5
ORD-1106,2024-01-08,Kolkata,Male,52,Groceries,Atta (10kg),2,399,15,339.15,678.3,182.48,313.34,EMI,No,4
ORD-1107,2023-12-22,Chennai,Female,31,Groceries,Cooking Oil,3,189,10,170.1,510.3,88.48,244.86,Cash,No,1
ORD-1108,2024-06-13,Pune,Female,60,Clothing,Jacket,4,2499,5,2374.05,9496.2,1417.84,3824.84,EMI,No,3
ORD-1109,2023-04-18,Pune,Male,29,Groceries,Rice (5kg),4,349,5,331.55,1326.2,190.24,565.24,UPI,No,4
ORD-1110,2023-07-10,Kolkata,Female,48,Electronics,Smartwatch,1,8999,20,7199.2,7199.2,4871.06,2328.14,Debit Card,No,3
ORD-1111,2023-12-12,Chennai,Male,44,Home & Kitchen,Curtains,1,1499,10,1349.1,1349.1,686.58,662.52,Cash,No,5
ORD-1112,2024-02-15,Hyderabad,Male,54,Sports & Fitness,Yoga Mat,1,799,5,759.05,759.05,441.4,317.65,Debit Card,No,3
ORD-1113,2023-02-25,Ahmedabad,Female,28,Electronics,Headphones,1,2999,5,2849.05,2849.05,1830.28,1018.77,Cash,Yes,2
ORD-1114,2023-07-25,Chennai,Female,23,Clothing,Dress,1,1599,10,1439.1,1439.1,778.58,660.52,Debit Card,No,5
ORD-1115,2024-01-19,Ahmedabad,Female,62,Electronics,Smartwatch,1,8999,5,8549.05,8549.05,4669.96,3879.09,Debit Card,No,4
ORD-1116,2024-04-19,Bangalore,Female,38,Clothing,T-Shirt,2,599,15,509.15,1018.3,307.69,402.92,UPI,No,4
ORD-1117,2024-02-08,Mumbai,Male,56,Sports & Fitness,Yoga Mat,1,799,10,719.1,719.1,437.58,281.52,Debit Card,No,3
ORD-1118,2024-01-06,Chennai,Male,49,Groceries,Atta (10kg),4,399,0,399.0,1596.0,252.53,585.88,Debit Card,Yes,3
ORD-1119,2024-03-21,Kolkata,Male,36,Electronics,Headphones,1,2999,15,2549.15,2549.15,1741.85,807.3,UPI,No,4
ORD-1120,2023-02-05,Delhi,Female,23,Groceries,Tea Powder,2,299,5,284.05,568.1,158.36,251.38,UPI,No,1
ORD-1121,2024-02-19,Kolkata,Female,18,Electronics,Laptop,1,54999,10,49499.1,49499.1,26165.66,23333.44,Cash,No,4
ORD-1122,2024-03-08,Delhi,Female,50,Electronics,Headphones,1,2999,15,2549.15,2549.15,1504.69,1044.46,UPI,No,3
ORD-1123,2024-07-01,Kolkata,Male,27,Groceries,Rice (5kg),4,349,5,331.55,1326.2,194.16,549.56,Credit Card,No,5
ORD-1124,2023-09-22,Ahmedabad,Female,20,Clothing,Shoes,4,1999,20,1599.2,6396.8,1073.42,2103.12,Credit Card,No,4
ORD-1125,2024-01-11,Kolkata,Female,61,Electronics,Tablet,1,24999,25,18749.25,18749.25,13095.96,5653.29,UPI,No,1
ORD-1126,2023-10-01,Pune,Female,58,Clothing,Dress,4,1599,10,1439.1,5756.4,725.15,2855.8,Credit Card,No,3
ORD-1127,2023-02-07,Delhi,Male,64,Sports & Fitness,Protein Powder,1,1999,5,1899.05,1899.05,969.61,929.44,Debit Card,No,4
ORD-1128,2023-10-09,Ahmedabad,Male,22,Groceries,Tea Powder,2,299,25,224.25,448.5,189.49,69.52,UPI,No,2
ORD-1129,2023-04-14,Hyderabad,Female,43,Home & Kitchen,Water Bottle,1,399,25,299.25,299.25,185.84,113.41,Credit Card,No,3
ORD-1130,2023-03-23,Hyderabad,Male,62,Home & Kitchen,Pressure Cooker,1,1899,5,1804.05,1804.05,1071.38,732.67,Credit Card,No,4
ORD-1131,2023-08-09,Bangalore,Female,50,Home & Kitchen,Bed Sheet Set,1,999,25,749.25,749.25,587.18,162.07,Credit Card,No,2
ORD-1132,2023-10-19,Kolkata,Male,35,Groceries,Rice (5kg),2,349,15,296.65,593.3,158.36,276.58,UPI,No,3
ORD-1133,2023-04-10,Hyderabad,Female,55,Clothing,Jeans,3,1299,0,1299.0,3897.0,641.98,1971.06,Cash,No,3
ORD-1134,2024-02-03,Pune,Female,46,Home & Kitchen,Water Bottle,1,399,0,399.0,399.0,206.92,192.08,Debit Card,No,4
ORD-1135,2023-08-04,Kolkata,Male,60,Sports & Fitness,Dumbbells,1,2199,25,1649.25,1649.25,1161.1,488.15,EMI,No,4
ORD-1136,2023-12-20,Pune,Female,36,Electronics,Laptop,1,54999,25,41249.25,41249.25,35582.91,5666.34,UPI,No,4
ORD-1137,2023-01-31,Kolkata,Female,19,Clothing,Shoes,2,1999,20,1599.2,3198.4,1149.13,900.14,UPI,No,4
ORD-1138,2023-08-29,Delhi,Male,43,Home & Kitchen,Water Bottle,1,399,5,379.05,379.05,209.75,169.3,Debit Card,No,1
ORD-1139,2023-10-24,Pune,Male,44,Clothing,Jeans,4,1299,25,974.25,3897.0,727.46,987.16,EMI,No,3
ORD-1140,2023-04-19,Kolkata,Female,47,Groceries,Atta (10kg),4,399,20,319.2,1276.8,197.51,486.76,UPI,No,4
ORD-1141,2023-06-10,Pune,Female,59,Clothing,Jacket,1,2499,10,2249.1,2249.1,1390.78,858.32,Debit Card,No,1
ORD-1142,2024-01-28,Mumbai,Male,26,Sports & Fitness,Protein Powder,1,1999,15,1699.15,1699.15,1063.59,635.56,EMI,No,1
ORD-1143,2024-02-23,Ahmedabad,Male,41,Electronics,Headphones,1,2999,20,2399.2,2399.2,1499.46,899.74,Credit Card,No,4
ORD-1144,2024-06-07,Chennai,Male,48,Clothing,Jeans,3,1299,15,1104.15,3312.45,772.4,995.25,Debit Card,No,3
ORD-1145,2023-03-08,Chennai,Female,33,Electronics,Laptop,1,54999,20,43999.2,43999.2,29822.43,14176.77,Debit Card,No,5
ORD-1146,2023-04-24,Delhi,Male,65,Sports & Fitness,Running Shoes,1,2999,5,2849.05,2849.05,1496.42,1352.63,Credit Card,No,4
ORD-1147,2024-06-16,Hyderabad,Male,63,Home & Kitchen,Curtains,1,1499,0,1499.0,1499.0,909.31,589.69,EMI,No,5
ORD-1148,2023-01-25,Kolkata,Male,41,Home & Kitchen,Curtains,1,1499,25,1124.25,1124.25,692.47,431.78,Cash,No,5
ORD-1149,2024-03-26,Hyderabad,Male,64,Home & Kitchen,Pressure Cooker,1,1899,0,1899.0,1899.0,909.99,989.01,Debit Card,No,3
ORD-1150,2023-05-26,Delhi,Female,63,Clothing,Jacket,3,2499,5,2374.05,7122.15,1173.09,3602.88,Cash,No,3
ORD-1151,2023-12-17,Hyderabad,Male,26,Groceries,Tea Powder,4,299,10,269.1,1076.4,176.38,370.88,Debit Card,No,1
ORD-1152,2023-08-15,Bangalore,Female,48,Groceries,Atta (10kg),3,399,10,359.1,1077.3,204.02,465.24,Cash,No,2
ORD-1153,2023-05-12,Chennai,Male,31,Clothing,Shoes,4,1999,10,1799.1,7196.4,1002.42,3186.72,EMI,No,5
ORD-1154,2023-01-13,Bangalore,Female,59,Groceries,Biscuits Pack,4,79,25,59.25,237.0,43.09,64.64,Debit Card,No,5
ORD-1155,2023-11-18,Ahmedabad,Male,51,Sports & Fitness,Running Shoes,1,2999,15,2549.15,2549.15,1868.62,680.53,Cash,No,4
ORD-1156,2023-01-15,Chennai,Male,35,Electronics,Headphones,1,2999,5,2849.05,2849.05,1535.07,1313.98,EMI,No,1
ORD-1157,2023-07-21,Chennai,Male,41,Groceries,Tea Powder,1,299,15,254.15,254.15,184.78,69.37,Credit Card,No,1
ORD-1158,2023-12-04,Delhi,Male,46,Sports & Fitness,Yoga Mat,1,799,10,719.1,719.1,447.96,271.14,EMI,No,2
ORD-1159,2023-09-20,Hyderabad,Female,23,Clothing,Jeans,4,1299,5,1234.05,4936.2,630.65,2413.6,Debit Card,No,1
ORD-1160,2023-05-16,Chennai,Female,47,Sports & Fitness,Running Shoes,1,2999,0,2999.0,2999.0,1474.15,1524.85,Credit Card,No,1
ORD-1161,2023-11-23,Delhi,Female,30,Electronics,Laptop,1,54999,15,46749.15,46749.15,26030.0,20719.15,Credit Card,No,2
ORD-1162,2024-05-13,Delhi,Female,59,Groceries,Atta (10kg),4,399,0,399.0,1596.0,248.27,602.92,Debit Card,No,5
ORD-1163,2024-04-12,Ahmedabad,Male,39,Electronics,Headphones,1,2999,15,2549.15,2549.15,1710.24,838.91,EMI,No,3
ORD-1164,2023-11-03,Hyderabad,Female,25,Groceries,Atta (10kg),3,399,5,379.05,1137.15,201.52,532.59,Debit Card,No,3
ORD-1165,2024-06-05,Kolkata,Female,24,Home & Kitchen,Curtains,1,1499,5,1424.05,1424.05,728.15,695.9,Cash,No,5
ORD-1166,2023-07-07,Hyderabad,Female,51,Clothing,T-Shirt,2,599,5,569.05,1138.1,306.35,525.4,Cash,No,3
ORD-1167,2023-08-04,Kolkata,Male,28,Sports & Fitness,Dumbbells,1,2199,10,1979.1,1979.1,1058.33,920.77,EMI,No,3
ORD-1168,2024-06-12,Hyderabad,Male,34,Home & Kitchen,Water Bottle,1,399,15,339.15,339.15,241.77,97.38,Cash,No,3
ORD-1169,2024-01-15,Pune,Female,37,Clothing,Dress,3,1599,10,1439.1,4317.3,984.74,1363.08,Cash,No,4
ORD-1170,2023-01-06,Bangalore,Female,35,Home & Kitchen,Pressure Cooker,1,1899,15,1614.15,1614.15,988.85,625.3,Credit Card,No,2
ORD-1171,2023-08-02,Kolkata,Female,53,Groceries,Biscuits Pack,1,79,10,71.1,71.1,40.64,30.46,EMI,No,2
ORD-1172,2024-05-30,Bangalore,Female,64,Home & Kitchen,Bed Sheet Set,1,999,0,999.0,999.0,464.42,534.58,Cash,No,5
ORD-1173,2024-04-26,Ahmedabad,Male,35,Electronics,Smartwatch,1,8999,25,6749.25,6749.25,5776.88,972.37,EMI,No,1
ORD-1174,2023-04-14,Ahmedabad,Female,25,Electronics,Headphones,1,2999,10,2699.1,2699.1,1672.18,1026.92,Cash,No,1
ORD-1175,2023-11-29,Chennai,Male,46,Home & Kitchen,Mixer Grinder,1,3499,5,3324.05,3324.05,1987.3,1336.75,Debit Card,No,5
ORD-1176,2023-09-24,Bangalore,Male,62,Sports & Fitness,Skipping Rope,1,299,10,269.1,269.1,175.79,93.31,UPI,No,3
ORD-1177,2024-04-01,Pune,Female,30,Clothing,Jeans,4,1299,10,1169.1,4676.4,643.7,2101.6,UPI,No,1
ORD-1178,2023-05-24,Ahmedabad,Male,51,Electronics,Smartwatch,1,8999,15,7649.15,7649.15,4762.83,2886.32,Credit Card,No,5
ORD-1179,2024-01-18,Pune,Female,36,Electronics,Tablet,1,24999,15,21249.15,21249.15,16227.62,5021.53,EMI,No,1
ORD-1180,2023-03-19,Bangalore,Male,54,Sports & Fitness,Yoga Mat,1,799,20,639.2,639.2,484.29,154.91,Cash,No,2
ORD-1181,2023-03-16,Bangalore,Female,22,Home & Kitchen,Bed Sheet Set,1,999,15,849.15,849.15,539.72,309.43,Debit Card,No,3
ORD-1182,2024-04-09,Hyderabad,Male,57,Sports & Fitness,Protein Powder,1,1999,0,1999.0,1999.0,1060.06,938.94,Cash,Yes,2
ORD-1183,2023-11-27,Pune,Female,59,Home & Kitchen,Mixer Grinder,1,3499,10,3149.1,3149.1,2173.28,975.82,Debit Card,No,5
ORD-1184,2023-12-30,Chennai,Female,29,Sports & Fitness,Dumbbells,1,2199,5,2089.05,2089.05,1329.51,759.54,Credit Card,Yes,5
ORD-1185,2023-02-10,Pune,Male,60,Clothing,Shoes,1,1999,10,1799.1,1799.1,1030.47,768.63,Debit Card,No,2
ORD-1186,2024-03-10,Ahmedabad,Male,42,Groceries,Cooking Oil,3,189,5,179.55,538.65,86.08,280.41,Credit Card,No,2
ORD-1187,2024-01-25,Chennai,Female,55,Electronics,Smartwatch,1,8999,15,7649.15,7649.15,4767.99,2881.16,Credit Card,No,2
ORD-1188,2024-06-02,Chennai,Male,49,Sports & Fitness,Skipping Rope,1,299,0,299.0,299.0,144.29,154.71,EMI,No,3
ORD-1189,2024-03-01,Delhi,Female,19,Clothing,Jeans,3,1299,0,1299.0,3897.0,708.73,1770.81,Credit Card,No,4
ORD-1190,2024-02-14,Delhi,Female,59,Electronics,Headphones,1,2999,10,2699.1,2699.1,1916.8,782.3,UPI,No,1
ORD-1191,2024-02-04,Pune,Male,27,Home & Kitchen,Pressure Cooker,1,1899,10,1709.1,1709.1,1131.66,577.44,Debit Card,No,1
ORD-1192,2023-05-12,Mumbai,Male,56,Sports & Fitness,Dumbbells,1,2199,5,2089.05,2089.05,1295.24,793.81,Debit Card,No,3
ORD-1193,2024-01-16,Bangalore,Male,65,Sports & Fitness,Protein Powder,1,1999,5,1899.05,1899.05,1067.16,831.89,Debit Card,No,1
ORD-1194,2023-06-16,Pune,Female,57,Electronics,Smartwatch,1,8999,5,8549.05,8549.05,4600.41,3948.64,UPI,Yes,1
ORD-1195,2023-12-06,Bangalore,Female,20,Electronics,Smartwatch,1,8999,0,8999.0,8999.0,5372.31,3626.69,EMI,No,5
ORD-1196,2024-06-21,Chennai,Male,44,Clothing,Jeans,1,1299,0,1299.0,1299.0,675.13,623.87,Credit Card,No,4
ORD-1197,2024-04-20,Mumbai,Female,48,Home & Kitchen,Water Bottle,1,399,15,339.15,339.15,190.28,148.87,Cash,No,3
ORD-1198,2023-05-12,Chennai,Male,32,Groceries,Atta (10kg),1,399,10,359.1,359.1,217.68,141.42,EMI,No,2
ORD-1199,2023-08-19,Delhi,Male,32,Electronics,Smartphone,1,18999,25,14249.25,14249.25,10084.06,4165.19,UPI,No,3
ORD-1200,2023-12-03,Hyderabad,Male,38,Home & Kitchen,Water Bottle,1,399,20,319.2,319.2,220.8,98.4,Cash,No,2
ORD-1201,2023-02-05,Mumbai,Male,58,Home & Kitchen,Pressure Cooker,1,1899,5,1804.05,1804.05,1226.58,577.47,Credit Card,No,2
ORD-1202,2023-06-15,Ahmedabad,Female,30,Home & Kitchen,Bed Sheet Set,1,999,0,999.0,999.0,563.85,435.15,EMI,No,2
ORD-1203,2024-04-09,Hyderabad,Female,39,Sports & Fitness,Running Shoes,1,2999,20,2399.2,2399.2,1613.38,785.82,Debit Card,No,4
ORD-1204,2024-04-12,Pune,Female,59,Electronics,Headphones,1,2999,20,2399.2,2399.2,1507.22,891.98,Credit Card,No,2
ORD-1205,2023-04-07,Hyderabad,Male,40,Clothing,Jacket,1,2499,0,2499.0,2499.0,1399.67,1099.33,UPI,No,5
ORD-1206,2023-03-26,Chennai,Male,61,Sports & Fitness,Dumbbells,1,2199,15,1869.15,1869.15,1350.2,518.95,Debit Card,No,2
ORD-1207,2023-12-29,Mumbai,Female,52,Sports & Fitness,Skipping Rope,1,299,5,284.05,284.05,168.21,115.84,Debit Card,No,5
ORD-1208,2023-06-20,Chennai,Male,52,Groceries,Cooking Oil,2,189,0,189.0,378.0,109.05,159.9,EMI,No,2
ORD-1209,2023-10-13,Kolkata,Female,47,Electronics,Smartwatch,1,8999,10,8099.1,8099.1,4751.06,3348.04,UPI,No,3
ORD-1210,2023-01-01,Hyderabad,Male,64,Electronics,Headphones,1,2999,25,2249.25,2249.25,1682.89,566.36,EMI,No,1
ORD-1211,2023-03-02,Bangalore,Male,43,Home & Kitchen,Mixer Grinder,1,3499,5,3324.05,3324.05,1911.11,1412.94,Debit Card,No,4
ORD-1212,2023-07-18,Hyderabad,Male,43,Clothing,Dress,2,1599,0,1599.0,3198.0,1027.63,1142.74,Credit Card,No,5
ORD-1213,2023-06-05,Mumbai,Male,51,Clothing,Jacket,3,2499,5,2374.05,7122.15,1504.69,2608.08,UPI,No,5
ORD-1214,2024-04-27,Ahmedabad,Male,22,Clothing,Jacket,1,2499,10,2249.1,2249.1,1395.07,854.03,UPI,No,1
ORD-1215,2024-01-26,Bangalore,Female,36,Groceries,Rice (5kg),4,349,25,261.75,1047.0,186.78,299.88,Debit Card,No,1
ORD-1216,2024-01-07,Delhi,Female,64,Clothing,Jacket,4,2499,25,1874.25,7497.0,1335.3,2155.8,UPI,No,5
ORD-1217,2023-12-03,Delhi,Female,33,Home & Kitchen,Bed Sheet Set,1,999,10,899.1,899.1,466.15,432.95,EMI,No,5
ORD-1218,2024-03-20,Kolkata,Female,20,Groceries,Rice (5kg),4,349,25,261.75,1047.0,196.18,262.28,EMI,No,1
ORD-1219,2023-04-08,Kolkata,Female,63,Electronics,Laptop,1,54999,10,49499.1,49499.1,31130.78,18368.32,Credit Card,No,4
ORD-1220,2024-04-16,Kolkata,Male,31,Sports & Fitness,Skipping Rope,1,299,0,299.0,299.0,190.77,108.23,EMI,No,3
ORD-1221,2023-04-12,Hyderabad,Female,61,Groceries,Tea Powder,4,299,0,299.0,1196.0,185.35,454.6,UPI,No,2
ORD-1222,2023-10-11,Hyderabad,Male,31,Home & Kitchen,Pressure Cooker,1,1899,10,1709.1,1709.1,1028.58,680.52,EMI,No,5
ORD-1223,2023-11-26,Delhi,Female,40,Home & Kitchen,Bed Sheet Set,1,999,5,949.05,949.05,618.33,330.72,EMI,No,2
ORD-1224,2023-11-21,Pune,Female,58,Groceries,Rice (5kg),1,349,25,261.75,261.75,201.68,60.07,Debit Card,No,2
ORD-1225,2023-09-29,Pune,Male,28,Home & Kitchen,Bed Sheet Set,1,999,10,899.1,899.1,610.57,288.53,UPI,Yes,2
ORD-1226,2023-11-14,Bangalore,Female,57,Sports & Fitness,Skipping Rope,1,299,10,269.1,269.1,179.8,89.3,Credit Card,No,1
ORD-1227,2024-02-19,Kolkata,Male,42,Groceries,Cooking Oil,3,189,25,141.75,425.25,105.19,109.68,Credit Card,No,3
ORD-1228,2023-03-26,Bangalore,Female,19,Groceries,Cooking Oil,1,189,15,160.65,160.65,94.35,66.3,Cash,No,2
ORD-1229,2023-09-09,Hyderabad,Male,19,Clothing,Jacket,2,2499,25,1874.25,3748.5,1197.21,1354.08,EMI,No,4
ORD-1230,2024-02-29,Bangalore,Female,58,Sports & Fitness,Skipping Rope,1,299,20,239.2,239.2,146.05,93.15,EMI,No,4
ORD-1231,2023-09-25,Chennai,Female,52,Groceries,Biscuits Pack,3,79,15,67.15,201.45,41.31,77.52,UPI,No,2
ORD-1232,2023-11-26,Ahmedabad,Female,24,Clothing,Shoes,2,1999,20,1599.2,3198.4,938.18,1322.04,EMI,No,3
ORD-1233,2023-08-18,Ahmedabad,Female,49,Home & Kitchen,Bed Sheet Set,1,999,20,799.2,799.2,616.71,182.49,EMI,No,2
ORD-1234,2023-01-23,Pune,Female,63,Sports & Fitness,Protein Powder,1,1999,20,1599.2,1599.2,1159.53,439.67,Debit Card,Yes,3
ORD-1235,2023-03-08,Ahmedabad,Female,63,Groceries,Atta (10kg),1,399,10,359.1,359.1,236.5,122.6,Debit Card,No,2
ORD-1236,2024-04-07,Kolkata,Male,52,Groceries,Atta (10kg),3,399,25,299.25,897.75,205.93,279.96,EMI,No,1
ORD-1237,2023-02-24,Kolkata,Male,64,Groceries,Atta (10kg),1,399,0,399.0,399.0,228.54,170.46,Debit Card,No,5
ORD-1238,2023-07-03,Pune,Male,24,Clothing,T-Shirt,4,599,25,449.25,1797.0,356.84,369.64,Cash,No,4
ORD-1239,2024-02-22,Bangalore,Male,37,Home & Kitchen,Curtains,1,1499,5,1424.05,1424.05,928.56,495.49,UPI,No,4
ORD-1240,2023-09-16,Chennai,Male,40,Home & Kitchen,Pressure Cooker,1,1899,5,1804.05,1804.05,953.49,850.56,Credit Card,No,1
ORD-1241,2024-06-20,Mumbai,Female,24,Groceries,Rice (5kg),1,349,20,279.2,279.2,225.59,53.61,Debit Card,Yes,5
ORD-1242,2023-01-13,Pune,Male,29,Electronics,Headphones,1,2999,15,2549.15,2549.15,1533.25,1015.9,Debit Card,No,4
ORD-1243,2023-07-06,Bangalore,Female,54,Sports & Fitness,Dumbbells,1,2199,10,1979.1,1979.1,1032.2,946.9,Debit Card,No,2
ORD-1244,2024-06-03,Delhi,Female,36,Clothing,Jacket,1,2499,0,2499.0,2499.0,1592.01,906.99,Credit Card,No,2
ORD-1245,2024-06-14,Pune,Female,60,Clothing,T-Shirt,2,599,15,509.15,1018.3,341.85,334.6,EMI,No,4
ORD-1246,2023-04-30,Bangalore,Male,49,Sports & Fitness,Yoga Mat,1,799,10,719.1,719.1,398.9,320.2,Debit Card,No,1
ORD-1247,2024-01-02,Delhi,Male,60,Electronics,Smartwatch,1,8999,25,6749.25,6749.25,5323.16,1426.09,UPI,No,5
ORD-1248,2024-06-28,Hyderabad,Female,26,Sports & Fitness,Protein Powder,1,1999,20,1599.2,1599.2,1156.7,442.5,Cash,No,3
ORD-1249,2024-03-12,Mumbai,Female,24,Home & Kitchen,Curtains,1,1499,15,1274.15,1274.15,699.25,574.9,UPI,No,5
ORD-1250,2024-02-03,Mumbai,Male,23,Groceries,Tea Powder,1,299,10,269.1,269.1,166.1,103.0,UPI,No,5
ORD-1251,2023-06-27,Hyderabad,Female,30,Groceries,Rice (5kg),1,349,20,279.2,279.2,160.35,118.85,UPI,No,1
ORD-1252,2024-03-20,Mumbai,Male,24,Sports & Fitness,Skipping Rope,1,299,5,284.05,284.05,164.97,119.08,Cash,No,2
ORD-1253,2023-11-24,Mumbai,Male,42,Electronics,Laptop,1,54999,15,46749.15,46749.15,27023.62,19725.53,Debit Card,No,1
ORD-1254,2023-10-25,Pune,Male,42,Electronics,Laptop,1,54999,25,41249.25,41249.25,33699.4,7549.85,Debit Card,No,4
ORD-1255,2023-02-15,Hyderabad,Female,61,Clothing,Jeans,2,1299,20,1039.2,2078.4,746.08,586.24,EMI,No,3
